"GeolCode";"GeolCodeInt";"DE";"FR"
"Vlit502024";15201458;"Ceppo";"Ceppo"
"Vlit502025";15201459;"Novazzano-Sand";"Sable de Novazzano"
"Vlit502026";15201460;"Bergsturzablagerungen vom Stützwald";"dépôt d'écroulement du Stützwald"
"Vlit502027";15201526;"Wagenmoos-Till";"Till du Wagenmoos"
"Vlit502028";15201527;"Niderstalden-Schotter";"Gravier de Niderstalden"
"Vlit502029";15201528;"Zulgtal-Schotter";"Gravier du Zulgtal"
"Vlit502030";15201529;"Spiez-Schotter";"Gravier de Spiez"
"Vlit502031";15201530;"Hahni-Till";"Till de Hahni"
"Vlit502032";15201531;"Bergsturzablagerung von Ralligen (im Thunersee)";"Dépôt d'écroulement de Ralligen (dans le lac de Thoune)"
"Vlit502033";15201532;"Bergsturzablagerung von Bargis";"dépôt d'éboulement de Bargis"
"Vlit502034";15201533;"Bergsturzablagerung von Fidaz";"dépôt d'éboulement de Fidaz"
"Vlit502035";15201534;"Niederterrassenschotter, tiefere Niveaus";"Niederterrasse, niveaux graveleux inférieurs"
"Vlit502036";15201535;"Niederterrassenschotter, zweitoberste Terrasse";"Niederterrasse, deuxième niveau graveleux le plus élevé"
"Vlit502037";15201536;"Niederterrassenschotter, oberste Terrasse";"Niederterrasse, premier niveau graveleux le plus élevé"
"Vlit502038";15201537;"Tiefere Deckenschotter, unteres Niveau";"Tiefere Deckenschotter, niveau inférieur"
"Vlit502039";15201538;"Tiefere Deckenschotter, oberes Niveau";"Tiefere Deckenschotter, niveau supérieur"
"Vlit502040";15201539;"Kunkels-Formation";"Formation de Kunkels"
"Vlit502041";15201540;"Alluvion von Ransun";"Alluvion de Ransun"
"Vlit502042";15201541;"Rüdlingen-Till";"Till de Rüdlingen"
"Vlit502043";15201542;"Niklaushalden-Formation";"Formation de Niklaushalden"
"Vlit502044";15201543;"Stadel-Till";"Till de Stadel"
"Vlit502045";15201544;"Volken-Lehm";"Limon de Volken"
"Vlit502046";15201545;"Rheinau-Till";"Till de Rheinau"
"Vlit502047";15201546;"Ellikerholz-Formation";"Formation de l'Ellikerholz"
"Vlit502048";15201547;"Eggholz-Formation";"Formation de l'Eggholz"
"Vlit502049";15201548;"Bannhalden-Schotter";"Gravier de Bannhalden"
"Vlit502050";15201549;"Weiach-Schotter";"Gravier de Weiach"
"Vlit502051";15201550;"Balm-Schotter";"Gravier de Balm"
"Vlit502052";15201551;"Windlach-Till";"Till de Windlach"
"Vlit502053";15201552;"Südranden-Till";"Gravier du Südranden"
"Vlit502054";15201553;"Schlossbuck-Schotter";"Gravier de Schlossbuck"
"Vlit502055";15201554;"Risibüel-Schotter";"Gravier de Risibüel"
"Vlit502056";15201555;"Schmerlet- und Toktri-Formation, undifferenziert";"Formations de Schmerlet et Toktri, indifférenciées"
"Vlit502057";15201556;"Saxegrabe-Schotter";"Gravier du Saxegrabe"
"Vlit502058";15201557;"Zweidlen-Schotter";"Gravier de Zweidlen"
"Vlit502059";15201558;"Burgacher-Schotter";"Gravier de Burgacher"
"Vlit502060";15201559;"Chatzenstig-Schotter";"Gravier du Chatzenstig"
"Vlit502061";15201560;"Wasterkingen-Schotter";"Gravier de Wasterkingen"
"Vlit502062";15201561;"Paradiesgärtli-Schotter";"Gravier du Paradiesgärtli"
"Vlit502063";15201562;"Tubeschwanz-Schotter";"Gravier de Tubeschwanz"
"Vlit502064";15201563;"Weisweil-Schotter";"Gravier de Weisweil"
"Vlit502065";15201564;"Hasli-Formation";"Formation de Hasli"
"Vlit502066";15201565;"Stetten-Schotter";"Gravier de Stetten"
"Vlit502067";15202001;"Habkern-Melange";"Mélange de Habkern"
"Vlit502068";15202002;"Sörenberg-Melange";"Mélange de Sörenberg"
"Vlit502069";15202003;"Wildhaus-Melange";"Mélange de Wildhaus"
"Vlit502070";15202004;"Südhelvetische Flyscheinheiten";"Unités de flysch sud-helvétiques"
"Vlit502071";15202005;"Nordhelvetische Flysch-Gruppe";"Groupe du Flysch nord-helvétique"
"Vlit502072";15202006;"Matt-Formation";"Formation de Matt"
"Vlit502073";15202007;"Engi-Dachschiefer";"Schistes ardoisiers d'Engi"
"Vlit502074";15202008;"Gruontal-Konglomerat";"Conglomérat du Gruontal"
"Vlit502075";15202009;"Elm-Formation";"Formation d'Elm"
"Vlit502076";15202010;"Rüschenweid-Bank";"Banc du Rüschenweid"
"Vlit502077";15202011;"Taveyannaz-Formation";"Formation de Taveyannaz"
"Vlit502078";15202012;"Paläogen des Helvetikums";"Paléogène de l'Helvétique"
"Vlit502079";15202013;"Stad-Formation";"Formation de Stad"
"Vlit502080";15202014;"Wängen-Kalk";"Calcaire de Wängen"
"Vlit502081";15202015;"Jochstock-Konglomerat";"Conglomérat du Jochstock"
"Vlit502082";15202016;"Sanetsch-Formation";"Formation du Sanetsch"
"Vlit502083";15202017;"Pierredar-Kalk";"Calcaire de Pierredar"
"Vlit502084";15202018;"Tsanfleuron-Member";"Membre de Tsanfleuron"
"Vlit502085";15202019;"Diablerets-Member";"Membre des Diablerets"
"Vlit502086";15202020;"Niederhorn-Formation";"Formation du Niederhorn"
"Vlit502087";15202021;"Gemmenalp-Kalk";"Calcaire de la Gemmenalp"
"Vlit502088";15202022;"Hohgant-Sandstein";"Grès du Hohgant"
"Vlit502089";15202023;"Wagenmoos-Bänke";"Couches du Wagenmoos"
"Vlit502090";15202024;"Wildstrubel-Formation";"Formation du Wildstrubel"
"Vlit502091";15202025;"Schimberg-Member";"Membre du Schimberg"
"Vlit502092";15202026;"Tierberg-Member";"Membre du Tierberg"
"Vlit502093";15202027;"Küblibad-Member";"Membre du Küblibad"
"Vlit502094";15202028;"Klimsenhorn-Formation";"Formation du Klimsenhorn"
"Vlit502095";15202029;"Fruttli-Member";"Membre du Fruttli"
"Vlit502096";15202030;"Band-Member";"Membre du Bandweg"
"Vlit502097";15202031;"Fräkmünt-Member";"Membre de Fräkmünt"
"Vlit502098";15202032;"Bürgen-Formation";"Membre du Bürgen(stock)"
"Vlit502099";15202033;"Foribach-Member";"Membre du Foribach"
"Vlit502100";15202034;"Mattgrat-Member";"Membre du Mattgrat"
"Vlit502101";15202035;"Scharti-Member";"Membre de Scharti"
"Vlit502102";15202036;"Euthal-Formation";"Formation d'Euthal"
"Vlit502103";15202037;"Steinbach-Member";"Membre du Steinbach"
"Vlit502104";15202038;"Einsiedeln-Member";"Membre d'Einsiedeln"
"Vlit502105";15202039;"Batöni-Member";"Membre de la Batöni"
"Vlit502106";15202040;"Chruteren-Member";"Membre de la Chruteren"
"Vlit502107";15202041;"Fliegenspitz-Member";"Membre du Fliegenspitz"
"Vlit502108";15202042;"Siderolithikum (des Helvetikums)";"Sidérolithique (de l'Helvétique)"
"Vlit502109";15202043;"Grindelwald-Marmor";"Marbre de Grindelwald"
"Vlit502110";15202044;"Mürren-Brekzie";"Brèche de Mürren"
"Vlit502111";15202045;"Dünden-Konglomerat";"Conglomérat de la Dünden"
"Vlit502112";15202046;"Rosenlaui-Marmor";"Marbre de Rosenlaui"
"Vlit502113";15202047;"Kreide des Helvetikums";"Crétacé de l'Helvétique"
"Vlit502114";15202048;"Wang-Formation";"Formation de Wang"
"Vlit502115";15202049;"Amden-Mergel";"Marne d'Amden"
"Vlit502116";15202050;"Seewen-Formation";"Formation de Seewen"
"Vlit502117";15202051;"Choltal-Member";"Membre du Choltal"
"Vlit502118";15202052;"Garschella-Formation";"Formation de Garschella"
"Vlit502119";15202053;"Selun-Member";"Membre de Selun"
"Vlit502120";15202054;"Kamm-Bank";"Banc du Kamm"
"Vlit502121";15202055;"Aubrig-Schichten";"Couches de l'Aubrig"
"Vlit502122";15202056;"Wannenalp-Bank";"Banc de la Wannenalp"
"Vlit502123";15202057;"Sellamatt-Schichten";"Couches de la Sellamatt"
"Vlit502124";15202058;"Plattenwald-Bank";"Banc du Plattenwald"
"Vlit502125";15202059;"Durschlägi-Bank";"Banc de la Durschlägi"
"Vlit502126";15202060;"Niederi-Schichten";"Couches de la Niederi"
"Vlit502127";15202061;"Twäriberg-Bank";"Banc du Twäriberg"
"Vlit502128";15202062;"Klaus-Bank";"Banc de Klaus"
"Vlit502129";15202063;"Rankweil-Member";"Membre de Rankweil"
"Vlit502130";15202064;"Brisi-Member";"Membre de la Brisi"
"Vlit502131";15202065;"Brisi-Kalk";"Calcaire de la Brisi"
"Vlit502132";15202066;"Brisi-Sandstein";"Grès de la Brisi"
"Vlit502133";15202067;"Gams-Schichten";"Couches du Gams"
"Vlit502134";15202068;"Luitere-Bank";"Banc de la Luitere"
"Vlit502135";15202069;"Freschen-Member";"Membre du Freschen"
"Vlit502136";15202070;"Hochkugel-Schichten";"Couches du Hochkugel"
"Vlit502137";15202071;"Grünten-Member";"Membre du Grünten"
"Vlit502138";15202072;"Rohrbachstein-Bank";"Banc du Rohrbachstein"
"Vlit502139";15202073;"Schrattenkalk-Formation";"Formation du Schrattenkalk"
"Vlit502140";15202074;"Rawil-Member";"Membre du Rawil"
"Vlit502141";15202075;"Tierwis-Formation";"Formation de Tierwis"
"Vlit502142";15202076;"Chopf-Bank";"Banc du Chopf"
"Vlit502143";15202077;"Drusberg-Member";"Membre du Drusberg"
"Vlit502144";15202078;"Altmann-Member";"Membre de l'Altmann"
"Vlit502145";15202079;"Helvetischer Kieselkalk";"Kieselkalk Helvétique"
"Vlit502146";15202080;"Chriesiloch-Echinodermenkalk";"Calcaire échinodermique du Chriesiloch"
"Vlit502147";15202081;"Lidernen-Member";"Membre de la Lidernen"
"Vlit502148";15202082;"Gemsmättli-Bank";"Banc du Gemsmättli"
"Vlit502149";15202083;"Rahberg-Bank";"Membre du Rahberg"
"Vlit502150";15202084;"Betlis-Formation";"Formation de Betlis"
"Vlit502151";15202085;"Pygurus-Member";"Membre à Pygurus"
"Vlit502152";15202086;"Spitzern-Member";"Membre de la Spitzeren"
"Vlit502153";15202087;"Büls-Bank";"Banc de Büls"
"Vlit502154";15202088;"Sichel-Kalk";"Calcaire de la Sichel"
"Vlit502155";15202089;"Diphyoides-Kalk";"Calcaire à Diphyoides"
"Vlit502156";15202090;"Vitznau-Mergel";"Marne de Vitznau"
"Vlit502157";15202091;"Öhrli-Formation";"Formation de l'Öhrli"
"Vlit502158";15202092;"Palfris-Formation";"Formation de Palfris"
"Vlit502159";15202093;"Zementstein-Formation";"Formation du Zementstein"
"Vlit502160";15202094;"Graspass-Member";"Membre du Graspass"
"Vlit502161";15202095;"Gassen-Kalk";"Calcaire du Gassen(stock)"
"Vlit502162";15202096;"Malm des Helvetikums";"Malm de l'Helvétique"
"Vlit502163";15202097;"Quinten-Formation";"Formation de Quinten"
"Vlit502164";15202098;"Tros-Kalk";"Calcaire de Tros"
"Vlit502165";15202099;"«Mergelband»";"Mergelband (Fm. de Quinten)"
"Vlit502166";15202100;"Schilt-Formation";"Formation du Schilt"
"Vlit502167";15202101;"Mürtschen-Member";"Membre de Mürtschen"
"Vlit502168";15202102;"«Schilt-Mergel»";"Marne du Schilt"
"Vlit502169";15202103;"«Schilt-Kalk»";"Calcaire du Schilt"
"Vlit502170";15202104;"Seeztal-Member";"Membre du Seeztal"
"Vlit502171";15202105;"Windgällen-Member";"Membre des Windgällen"
"Vlit502172";15202106;"Dogger des Helvetikums";"Dogger de l'Helvétique"
"Vlit502173";15202107;"Erzegg-Formation";"Formation de l'Erzegg"
"Vlit502174";15202108;"Reischiben-Formation";"Formation de la Reischiben"
"Vlit502175";15202109;"Blegi-Eisenoolith";"Oolite ferrugineuse de la Blegi"
"Vlit502177";15202110;"Bannalp-Konglomerat";"Conglomérat de la Bannalp"
"Vlit502178";15202111;"Guppen-Fossilhorizont";"Horizon fossilifère de Guppen"
"Vlit502179";15202112;"Gursbach-Fossilhorizont";"Horizon fossilifère du Gursbach"
"Vlit502180";15202113;"Hochstollen-Formation";"Formation du Hochstollen"
"Vlit502181";15202114;"Schwarzhorn-Member";"Membre du Schwarzhorn"
"Vlit502182";15202115;"Bietenhorn-Member";"Membre du Bietenhorn"
"Vlit502183";15202116;"Bommerstein-Formation";"Formation du Bommerstein"
"Vlit502184";15202117;"Mols-Member";"Membre de Mols"
"Vlit502185";15202118;"Dugny-Formation";"Formation de Dugny"
"Vlit502186";15202119;"Coroi-Formation";"Formation du Coroi"
"Vlit502187";15202120;"Lias des Helvetikums";"Lias de l'Helvétique"
"Vlit502188";15202121;"Brunnistock-Formation";"Formation du Brunnistock"
"Vlit502189";15202122;"Inferno-Formation";"Formation d'Inferno"
"Vlit502190";15202123;"Monts-Rosset-Formation";"Formation des Monts Rosset"
"Vlit502191";15202124;"Torrentalp-Member";"Membre de la Torrentalp"
"Vlit502192";15202125;"Sexmor-Formation";"Formation du Sexmor"
"Vlit502193";15202126;"Mont-Joly-Formation";"Formation du Mont Joly"
"Vlit502194";15202127;"Galm-Member";"Membre de Galm"
"Vlit502195";15202128;"Spitzmeilen-Formation";"Formation du Spitzmeilen"
"Vlit502196";15202129;"Tierces-Formation";"Formation des Tierces"
"Vlit502197";15202130;"Bachalp-Formation";"Formation de la Bachalp"
"Vlit502198";15202131;"Prodkamm-Formation";"Formation du Prodkamm"
"Vlit502199";15202132;"Cardinia-Member";"Membre à Cardinia"
"Vlit502200";15202133;"Stgir-Formation";"Formation du Stgir"
"Vlit502201";15202134;"Trias des Helvetikums";"Trias de l'Helvétique"
"Vlit502202";15202135;"Besoëns-Formation";"Formation des Besoëns"
"Vlit502203";15202136;"Quarten-Formation";"Formation de Quarten"
"Vlit502204";15202137;"Arandellys-Formation";"Formation des Arandellys"
"Vlit502205";15202138;"Griaz-Member";"Membre de la Griaz"
"Vlit502206";15202139;"Röti-Formation";"Formation de la Röti"
"Vlit502207";15202140;"Vieux-Emosson-Formation";"Formation du Vieux Emosson"
"Vlit502208";15202141;"Mels-Formation";"Formation de Mels"
"Vlit502209";15202142;"Permo-Karbon des Helvetikums";"Permo-Carbonifère de l'Helvétique"
"Vlit502210";15202143;"Verrucano-Gruppe";"Groupe du Verrucano"
"Vlit502211";15202144;"Glarus-Verrucano";"Verrucano de Glaris"
"Vlit502212";15202145;"Schönbüel-Formation";"Formation de Schönbüel"
"Vlit502213";15202146;"Schönbüel-Quarzit";"Quartzite de Schönbüel"
"Vlit502214";15202147;"Kärpf-Formation";"Formation du Kärpf"
"Vlit502215";15202148;"Karrenstock-Formation";"Formation du Karrenstock"
"Vlit502216";15202149;"Chartegg-Member";"Membre de la Chartegg"
"Vlit502217";15202150;"Fuggstock-Member";"Membre du Fuggstock"
"Vlit502218";15202151;"Mären-Formation";"Formation de la Mären(egg)"
"Vlit502219";15202152;"Üblital-Formation";"Formation de l'Üblital"
"Vlit502220";15202153;"Ilanz-Verrucano";"Verrucano d'Ilanz"
"Vlit502221";15202154;"Vernayaz-Formation";"Formation de Vernayaz"
"Vlit502222";15202155;"Salvan-Member";"Membre de Salvan"
"Vlit502223";15202156;"Vallorcine-Konglomerat";"Conglomérat de Vallorcine"
"Vlit502224";15202157;"Haslital-Gruppe";"Groupe du Haslital"
"Vlit502225";15202158;"Gastern-Granit";"Granite de Gastern"
"Vlit502226";15202159;"Mittagflue-Granit";"Granite de la Mittagflue"
"Vlit502227";15202160;"Zentraler Aare-Granit";"Granite central de l'Aar"
"Vlit502228";15202161;"Grimsel-Granodiorit";"Granodiorite du Grimsel"
"Vlit502229";15202162;"Südwestlicher Aare-Granit";"Granite sud-occidental de l'Aar"
"Vlit502230";15202163;"Bugnei-Granodiorit";"Granodiorite de Bugnei"
"Vlit502231";15202164;"Spät- bis postvariszische Sedimente und Vulkanite des Aar-Massivs";"Roches sédimentaires et volcaniques tardi- à post-varisques du massif de l'Aar"
"Vlit502232";15202165;"Wendenjoch-Formation";"Formation du Wendenjoch"
"Vlit502233";15202166;"Windgällen-Formation";"Formation des Windgällen"
"Vlit502234";15202167;"Trift-Formation";"Formation du Trift"
"Vlit502235";15202168;"Intschi-Formation";"Formation d'Intschi"
"Vlit502236";15202169;"Bifertengrätli-Formation";"Formation du Bifertengrätli"
"Vlit502237";15202170;"Lakustrisches Member";"Membre lacustre (Fm. du Bifertengrätli)"
"Vlit502238";15202171;"Estuarisches Member";"Membre estuarien (Fm. du Bifertengrätli)"
"Vlit502239";15202172;"Basales Konglomerat (Bifertengrätli)";"Conglomérat basal (Fm. du Bifertengrätli)"
"Vlit502240";15202173;"Vulkanisches Member";"Membre volcanique (Fm. du Bifertengrätli)"
"Vlit502241";15202174;"Diechtergletscher-Formation";"Formation du Diechtergletscher"
"Vlit502242";15202175;"Tscharren-Formation";"Formation de la Tscharren"
"Vlit502243";15202177;"Fruttstock-Gruppe";"Groupe du Fruttstock"
"Vlit502244";15202178;"Brunni-Granit";"Granite de la Brunni"
"Vlit502245";15202179;"Düssi-Diorit";"Diorite du Düssi"
"Vlit502246";15202180;"Munt-Dado-Granit";"Granite du Munt Dado"
"Vlit502247";15202181;"Russein-Diorit";"Diorite de Russein"
"Vlit502248";15202182;"Voralp-Granit";"Granite de la Voralp"
"Vlit502249";15202183;"Rötifirn-Gruppe";"Groupe du Rötifirn"
"Vlit502250";15202184;"Punteglias-Granit";"Granite de Punteglias"
"Vlit502251";15202185;"Tödi-Granit";"Granite du Tödi"
"Vlit502252";15202186;"Strem-Granit";"Granite du (Val) Strem"
"Vlit502253";15202187;"Baltschieder-Granodiorit";"Granodiorite de Baltschieder"
"Vlit502254";15202188;"Giuv-Syenit";"Syénite du (Piz) Giuv"
"Vlit502255";15202189;"Curtin-Monzodiorit";"Monzodiorite du (Piz) Curtin"
"Vlit502256";15202190;"Bristenstock-Syenit";"Syénite du Bristenstock"
"Vlit502257";15202191;"Cavardiras-Gruppe";"Groupe de Cavardiras"
"Vlit502258";15202192;"Val-Gliems-Formation";"Formation du Val Gliems"
"Vlit502259";15202193;"Bifertenfirn-Formation";"Formation du Bifertenfirn"
"Vlit502260";15202194;"Prävariszisches polyzyklisches Grundgebirge des Aar-Massivs";"Socle métamorphique polycyclique anté-varisque du massif de l'Aar"
"Vlit502261";15202195;"Innertkirchen-Migmatit";"Migmatite d'Innertkirchen"
"Vlit502262";15202196;"Zäsenberg-Gneis";"Gneiss du Zäsenberg"
"Vlit502263";15202197;"Erstfeld-Gneiskomplex";"Complexe gneissique d'Erstfeld"
"Vlit502264";15202198;"Guttannen-Gneiskomplex";"Complexe gneissique de Guttannen"
"Vlit502265";15202199;"Straligenstöckli-Gneiskomplex";"Complexe gneissique du Straligenstöckli"
"Vlit502266";15202200;"Lötschental-Gneiskomplex";"Complexe gneissique du Lötschental"
"Vlit502267";15202201;"Ofenhorn-Stampfhorn-Gneiskomplex";"Complexe gneissique de l'Ofenhorn-Stampfhorn"
"Vlit502268";15202202;"Fully-Granodiorit";"Granodiorite de Fully"
"Vlit502269";15202203;"Plex-Aboyeu-Rhyodazit";"Rhyodacite de Plex-Aboyeu"
"Vlit502270";15202204;"Vallorcine-Granit";"Granite de Vallorcine"
"Vlit502271";15202205;"Miéville-Mylonit";"Mylonite de Miéville"
"Vlit502272";15202206;"Montées-Pélissiers-Granit";"Granite des Montées-Pélissiers"
"Vlit502273";15202207;"Pormenaz-Granit";"Granite de Pormenaz"
"Vlit502274";15202208;"Servoz-Les-Houches-Granit";"Granite de Servoz - Les Houches"
"Vlit502275";15202209;"Viséen";"Viséen des Aiguilles Rouges"
"Vlit502276";15202210;"Emosson-Glimmerschiefer";"Micaschistes d'Emosson"
"Vlit502277";15202211;"Luisin-Orthogneis";"Orthogneiss du Luisin"
"Vlit502278";15202212;"Val-Bérard-Gneiskomplex";"Complexe gneissique du Val Bérard"
"Vlit502279";15202213;"Lac-Cornu-Eklogit";"Éclogite du Lac Cornu"
"Vlit502280";15202214;"Perrons-Orthogneis";"Orthogneiss des Perrons"
"Vlit502281";15202215;"Breya-Rhyolith";"Rhyolithe de la Breya"
"Vlit502282";15202216;"Mont-Blanc-Granit";"Granite du Mont Blanc"
"Vlit502283";15202217;"Montenvers-Granit";"Granite du Montenvers"
"Vlit502284";15202218;"Lognan-Orthogneis";"Orthogneiss de Lognan"
"Vlit502285";15202219;"Pétoudes-Orthogneis";"Orthogneiss des Pétoudes"
"Vlit502286";15202220;"Pesciora-Gruppe";"Groupe de Pesciora"
"Vlit502287";15202221;"Rotondo-Granit";"Granite du Rotondo"
"Vlit502288";15202222;"Cacciola-Granit";"Granite de la Cacciola"
"Vlit502289";15202223;"Sädelhorn-Diorit";"Diorite du Sädelhorn"
"Vlit502290";15202224;"Winterhorn-Granit";"Granite du Winterhorn"
"Vlit502291";15202225;"Val-Lavaz-Gruppe";"Groupe du Val Lavaz"
"Vlit502292";15202226;"Medel-Granit";"Granite de Medel"
"Vlit502293";15202227;"Cristallina-Granodiorit";"Granodiorite de Cristallina"
"Vlit502294";15202228;"Gamsboden-Granit";"Granite du Gamsboden"
"Vlit502295";15202229;"Uffiern-Diorit";"Diorite du Val Uffiern"
"Vlit502296";15202230;"Fibbia-Granit";"Granite de la Fibbia"
"Vlit502297";15202231;"Val-Rondadura-Gruppe";"Groupe du Val Rondadura"
"Vlit502298";15202232;"Borel-Gneiskomplex";"Complexe gneissique du Piz Borel"
"Vlit502299";15202233;"Tenelin-Gneiskomplex";"Complexe gneissique du Piz Tenelin"
"Vlit502300";15202234;"Laiets-Gneiskomplex";"Complexe gneissique des Laiets"
"Vlit502301";15202235;"Tremola-Gneiskomplex";"Complexe gneissique de la Tremola"
"Vlit502302";15202236;"Pontino-Gneiskomplex";"Complexe gneissique de Pontino"
"Vlit502303";15202237;"Nelva-Gneiskomplex";"Complexe gneissique de Nelva"
"Vlit502304";15202238;"Sasso-Rosso-Gneiskomplex";"Complexe gneissique du Sasso Rosso"
"Vlit502305";15202239;"Prüsfa-Gneiskomplex";"Complexe gneissique de Prüsfa"
"Vlit502306";15202240;"Streifengneis-Komplex";"Complexe du Streifengneiss"
"Vlit502307";15202241;"Chastelhorn-Metagabbro";"Métagabbro du Chastelhorn"
"Vlit502308";15202242;"Gurschen-Gneis";"Gneiss de la Gurschen(alp)"
"Vlit502309";15202243;"Guspis-Gneis";"Gneiss de la Guspis"
"Vlit502310";15202244;"Sorescia-Gneis";"Gneiss de Sorescia"
"Vlit502311";15202245;"Undifferenzierte Kristallingesteine";"roches cristallines indifférenciées"
"Vlit502312";15202246;"Granitartige Gesteine";"roches granitiques"
"Vlit502313";15202247;"Saure vulkanische und subvulkanische Gesteine";"roches volcaniques et subvolcaniques acides"
"Vlit502314";15202248;"Saurer Gang";"filon acide"
"Vlit502315";15202249;"Basischer Gang";"filon basique"
"Vlit502316";15202250;"Amphibolit, Eklogit";"amphibolite, éclogite"
"Vlit502317";15202251;"Ultramafische Gesteine";"roches ultramafiques"
"Vlit502318";15202252;"Marmor, Kalksilikatfels";"marbre, roche calcsilicatée"
"Vlit502319";15202253;"Mylonitischer Gneis";"gneiss mylonitique"
"Vlit502320";15202254;"Permische Sedimente der Ilanz-Zone";"Sédiments permiens de la zone d'Ilanz"
"Vlit502321";15202255;"Permisch verwittertes Kristallin";"Cristallin à altération permienne"
"Vlit502322";15202256;"Goltschenried-Formation";"Formation de Goltschenried"
"Vlit502323";15202257;"Oberaar-Furka-Zone";"zone de l'Oberaar-Furka"
"Vlit502324";15202258;"Ausserberg-Avat-Zone";"zone d'Ausserberg-Avat"
"Vlit502325";15202259;"Migmatit der Ausserberg-Avat-Zone";"Migmatite de la zone d'Ausserberg-Avat"
"Vlit502326";15202260;"Granitischer Gneis der Ausserberg-Avat-Zone";"Gneiss granitique de la zone d'Ausserberg-Avat"
"Vlit502327";15202261;"Paragneis der Ausserberg-Avat-Zone";"Paragneiss de la zone d'Ausserberg-Avat"
"Vlit502328";15202262;"Clavaniev-Zone";"zone de Clavaniev"
"Vlit502329";15202263;"Engi-Granit";"Granite d'Engi"
"Vlit502330";15202264;"Calmut-Gneiskomplex";"Complexe gneissique de Calmut"
"Vlit502331";15202265;"Val-Pigniu-Gneiskomplex";"Complexe gneissique du Val Pigniu"
"Vlit502332";15202266;"Permo-Karbon der Urseren-Garvera-Zone";"Permo-Carbonifère de la zone d'Urseren-Garvera"
"Vlit502333";15202267;"Goms-Gneiskomplex";"Complexe gneissique de Goms"
"Vlit502334";15202268;"Ausserbinn-Piz-Cavel-Zone";"zone d'Ausserbinn-Piz Cavel"
"Vlit502335";15202269;"Migmatit der Ausserbinn-Piz-Cavel-Zone";"Migmatite de la zone d'Ausserbinn-Piz Cavel"
"Vlit502336";15202270;"Paragneis der Ausserbinn-Piz-Cavel-Zone";"Paragneiss de la zone d'Ausserbinn-Piz Cavel"
"Vlit502337";15202271;"Prosa-Granit";"Granite du (Monte) Prosa"
"Vlit502338";15202272;"Val-Tremola-Granit";"Granite du Val Tremola"
"Vlit502339";15202273;"Leventina-Gneis";"Gneiss de la Leventina"
"Vlit502340";15202274;"Orthogneis der Lukmanier-Decke";"Orthogneiss de la nappe du Lukmanier"
"Vlit502341";15202275;"Paragneis der Lukmanier-Decke";"Paragneiss de la nappe du Lukmanier"
"Vlit502342";15202276;"Val-Stgira-Riffmarmor";"Marbre du Val Stgira"
"Vlit502343";15202277;"Fossilmarmor";"Fossilmarmor"
"Vlit502344";15202278;"Fanee-Trias";"Trias de Fanee"
"Vlit502345";15202279;"Ultrahelvetische Flyscheinheiten";"Unités de flysch ultrahelvétiques"
"Vlit502346";15202280;"Sardona-Melange";"Mélange du Sardona"
"Vlit502347";15202281;"Martinsmad-Formation";"Formation de Martinsmad"
"Vlit502348";15202282;"Obere Flyschabfolge (Sardona)";"Obere Flyschabfolge (Sardona)"
"Vlit502349";15202283;"Sardona-Quarzit";"Quartzite du Sardona"
"Vlit502350";15202284;"Untere Flyschabfolge (Sardona)";"Untere Flyschabfolge (Sardona)"
"Vlit502351";15202285;"Meilleret-Formation";"Formation du Meilleret"
"Vlit502352";15202286;"Lavtina-Sandstein";"Grès de Lavtina"
"Vlit502353";15202287;"Blattengrat-Sandstein";"Grès du Blattengrat"
"Vlit502354";15202288;"Burg-Sandstein";"Grès de Burg"
"Vlit502355";15202289;"Val-d'Illiez-Sandstein";"Grès du Val-d'Illiez"
"Vlit502356";15202290;"Muot-da-Rubi-Formation";"Formation du Muot da Rubi"
"Vlit502357";15202291;"Ahornen-Member";"Membre du Ahornen"
"Vlit502358";15202292;"Kistenstöckli-Member";"Membre du Kistenstöckli"
"Vlit502359";15202293;"Ghölzwald-Member";"Membre du Ghölzwald"
;15202294;"Malor-Member";"Membre du Malor"
;15202295;"Südelbach-Member";"Membre du Südelbach"
;15202296;"Kleintal-Konglomerat";"Conglomérat du Kleintal"
;15202297;"Rütenen-Konglomerat";"Conglomérat de Rütenen"
;15202298;"Jura des Helvetikums";"Jurassique de l'Helvétique"
;15202299;"Wang-Brekzie";"Brèche de Wang"
;15202300;"«Oberer Schrattenkalk»";"«Oberer Schrattenkalk»"
;15202301;"«Unterer Schrattenkalk»";"«Unterer Schrattenkalk»"
;15202302;"«Oberer Quinten-Kalk»";"«Oberer Quinten-Kalk»"
;15202303;"«Unterer Quinten-Kalk»";"«Unterer Quinten-Kalk»"
;15202304;"Planplatte-Eisenoolith";"Oolite ferrugineuse de la Planplatte"
;15202305;"Geissbach-Konglomerat";"Conglomérat du Geissbach"
;15202306;"Stöcki-Sandstein";"Grès de Stöckli"
;15202307;"Infrapräalpines Melange";"Mélange Infrapréalpin"
;15202308;"Iberg-Melange";"Mélange d'Iberg"
;15202309;"Surbrunnen-Flysch";"Flysch de Surbrunnen"
;15202310;"Roggenegg-Komplex";"Complexe de la Roggenegg"
;15202311;"Isentobel-Komplex";"Complexe de l'Isentobel"
;15202312;"Serhalten-Flysch";"Flysch der Serhalten"
;15202313;"Gwürz-Flysch";"Flysch de Gwürz"
